idx,start_raw,end_raw,from_tok,to_tok,from_name,to_name,slack_list,slack_found,n_nets_on_path,status
26,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5800_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5800_/D","_6427_/Q","_5800_/D","3.422",3.421910,5,OK
27,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5811_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5811_/D","_6427_/Q","_5811_/D","3.422",3.421996,5,OK
28,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5813_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5813_/D","_6427_/Q","_5813_/D","3.422",3.421524,5,OK
29,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5817_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5817_/D","_6427_/Q","_5817_/D","3.422",3.421738,5,OK
30,"_5972_/Q (sky130_fd_sc_hd__dfxtp_4)","_6402_/D (sky130_fd_sc_hd__dfxtp_4)","_5972_/Q","_6402_/D","_5972_/Q","_6402_/D","3.522",3.522170,21,OK
31,"_5812_/Q (sky130_fd_sc_hd__dfxtp_4)","_6403_/D (sky130_fd_sc_hd__dfxtp_4)","_5812_/Q","_6403_/D","_5812_/Q","_6403_/D","3.785",3.785310,17,OK
32,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5804_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5804_/D","_6427_/Q","_5804_/D","3.832",3.831902,4,OK
33,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5793_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5793_/D","_6427_/Q","_5793_/D","3.833",3.832819,4,OK
34,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5794_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5794_/D","_6427_/Q","_5794_/D","3.833",3.833337,4,OK
35,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5805_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5805_/D","_6427_/Q","_5805_/D","3.835",3.835258,4,OK
36,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5810_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5810_/D","_6427_/Q","_5810_/D","3.835",3.835007,4,OK
37,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5792_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5792_/D","_6427_/Q","_5792_/D","3.836",3.835819,4,OK
38,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5807_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5807_/D","_6427_/Q","_5807_/D","3.836",3.836366,4,OK
39,"_5892_/Q (sky130_fd_sc_hd__dfxtp_4)","_6397_/D (sky130_fd_sc_hd__dfxtp_4)","_5892_/Q","_6397_/D","_5892_/Q","_6397_/D","3.844",3.844330,18,OK
40,"_5927_/Q (sky130_fd_sc_hd__dfxtp_4)","_6416_/D (sky130_fd_sc_hd__dfxtp_4)","_5927_/Q","_6416_/D","_5927_/Q","_6416_/D","3.849",3.848769,20,OK
41,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6072_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6072_/D","_5520_/Q","_6072_/D","3.855",3.855489,11,OK
42,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6134_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6134_/D","_5516_/Q","_6134_/D","3.961",3.960761,8,OK
43,"_5899_/Q (sky130_fd_sc_hd__dfxtp_4)","_6404_/D (sky130_fd_sc_hd__dfxtp_4)","_5899_/Q","_6404_/D","_5899_/Q","_6404_/D","4.039",4.038941,16,OK
44,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6151_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6151_/D","_5526_/Q","_6151_/D","4.064",4.064064,8,OK
45,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6040_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6040_/D","_5524_/Q","_6040_/D","4.094",4.094129,8,OK
46,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6125_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6125_/D","_5516_/Q","_6125_/D","4.126",4.125746,7,OK
47,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6153_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6153_/D","_5526_/Q","_6153_/D","4.135",4.135334,8,OK
48,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6124_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6124_/D","_5516_/Q","_6124_/D","4.148",4.148041,7,OK
49,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6039_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6039_/D","_5524_/Q","_6039_/D","4.17",4.170381,8,OK
50,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6132_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6132_/D","_5516_/Q","_6132_/D","4.173",4.172945,7,OK
51,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6123_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6123_/D","_5516_/Q","_6123_/D","4.187",4.187101,7,OK
52,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6084_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6084_/D","_5520_/Q","_6084_/D","4.201",4.200939,8,OK
53,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6073_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6073_/D","_5520_/Q","_6073_/D","4.233",4.233282,7,OK
54,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6086_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6086_/D","_5520_/Q","_6086_/D","4.249",4.248537,8,OK
55,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6121_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6121_/D","_5516_/Q","_6121_/D","4.25",4.250055,7,OK
56,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6127_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6127_/D","_5516_/Q","_6127_/D","4.269",4.268543,7,OK
57,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6126_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6126_/D","_5516_/Q","_6126_/D","4.286",4.286417,7,OK
58,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6130_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6130_/D","_5516_/Q","_6130_/D","4.288",4.288249,7,OK
59,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6082_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6082_/D","_5520_/Q","_6082_/D","4.298",4.298246,8,OK
60,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6083_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6083_/D","_5520_/Q","_6083_/D","4.298",4.298444,7,OK
61,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6133_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6133_/D","_5516_/Q","_6133_/D","4.299",4.299479,7,OK
62,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6128_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6128_/D","_5516_/Q","_6128_/D","4.302",4.301514,7,OK
63,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6143_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6143_/D","_5526_/Q","_6143_/D","4.303",4.302989,7,OK
64,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6157_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6157_/D","_5526_/Q","_6157_/D","4.314",4.313928,7,OK
65,"_5518_/Q (sky130_fd_sc_hd__dfxtp_1)","_6104_/D (sky130_fd_sc_hd__dfxtp_1)","_5518_/Q","_6104_/D","_5518_/Q","_6104_/D","4.319",4.319168,7,OK
66,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6145_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6145_/D","_5526_/Q","_6145_/D","4.324",4.323718,7,OK
67,"_5800_/Q (sky130_fd_sc_hd__dfxtp_4)","_6415_/D (sky130_fd_sc_hd__dfxtp_4)","_5800_/Q","_6415_/D","_5800_/Q","_6415_/D","4.33",4.330483,17,OK
68,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6079_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6079_/D","_5520_/Q","_6079_/D","4.334",4.334410,7,OK
69,"_5792_/Q (sky130_fd_sc_hd__dfxtp_4)","_6423_/D (sky130_fd_sc_hd__dfxtp_4)","_5792_/Q","_6423_/D","_5792_/Q","_6423_/D","4.335",4.334616,17,OK
70,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6155_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6155_/D","_5526_/Q","_6155_/D","4.342",4.342393,7,OK
71,"_5924_/Q (sky130_fd_sc_hd__dfxtp_4)","_6413_/D (sky130_fd_sc_hd__dfxtp_4)","_5924_/Q","_6413_/D","_5924_/Q","_6413_/D","4.342",4.341513,16,OK
72,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6077_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6077_/D","_5520_/Q","_6077_/D","4.343",4.343307,7,OK
73,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6078_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6078_/D","_5520_/Q","_6078_/D","4.344",4.344389,7,OK
74,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6087_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6087_/D","_5520_/Q","_6087_/D","4.344",4.344086,7,OK
75,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6085_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6085_/D","_5520_/Q","_6085_/D","4.345",4.345427,7,OK
76,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6038_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6038_/D","_5524_/Q","_6038_/D","4.352",4.351662,7,OK
77,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6033_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6033_/D","_5524_/Q","_6033_/D","4.353",4.352768,7,OK
78,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6081_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6081_/D","_5520_/Q","_6081_/D","4.357",4.357310,7,OK
79,"_5518_/Q (sky130_fd_sc_hd__dfxtp_1)","_6105_/D (sky130_fd_sc_hd__dfxtp_1)","_5518_/Q","_6105_/D","_5518_/Q","_6105_/D","4.361",4.360522,7,OK
80,"_5876_/Q (sky130_fd_sc_hd__dfxtp_4)","_6405_/D (sky130_fd_sc_hd__dfxtp_4)","_5876_/Q","_6405_/D","_5876_/Q","_6405_/D","4.365",4.365092,15,OK
81,"_5925_/Q (sky130_fd_sc_hd__dfxtp_1)","_6074_/D (sky130_fd_sc_hd__dfxtp_1)","_5925_/Q","_6074_/D","_5925_/Q","_6074_/D","4.368",4.368259,8,OK
82,"_5518_/Q (sky130_fd_sc_hd__dfxtp_1)","_6111_/D (sky130_fd_sc_hd__dfxtp_1)","_5518_/Q","_6111_/D","_5518_/Q","_6111_/D","4.37",4.369915,7,OK
83,"_5894_/Q (sky130_fd_sc_hd__dfxtp_4)","_6399_/D (sky130_fd_sc_hd__dfxtp_4)","_5894_/Q","_6399_/D","_5894_/Q","_6399_/D","4.37",4.370024,15,OK
84,"_5518_/Q (sky130_fd_sc_hd__dfxtp_1)","_6109_/D (sky130_fd_sc_hd__dfxtp_1)","_5518_/Q","_6109_/D","_5518_/Q","_6109_/D","4.375",4.374850,7,OK
85,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6037_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6037_/D","_5524_/Q","_6037_/D","4.377",4.376817,7,OK
86,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6103_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6103_/D","_6186_/Q","_6103_/D","4.377",4.376853,10,OK
87,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6106_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6106_/D","_6186_/Q","_6106_/D","4.379",4.378954,10,OK
88,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6102_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6102_/D","_6186_/Q","_6102_/D","4.38",4.379780,10,OK
89,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6100_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6100_/D","_6186_/Q","_6100_/D","4.383",4.383058,10,OK
90,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6107_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6107_/D","_6186_/Q","_6107_/D","4.386",4.386397,10,OK
91,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6101_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6101_/D","_6186_/Q","_6101_/D","4.403",4.403188,10,OK
92,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6036_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6036_/D","_5524_/Q","_6036_/D","4.406",4.406125,7,OK
93,"_5904_/Q (sky130_fd_sc_hd__dfxtp_4)","_6409_/D (sky130_fd_sc_hd__dfxtp_4)","_5904_/Q","_6409_/D","_5904_/Q","_6409_/D","4.409",4.409469,15,OK
94,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6088_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6088_/D","_5520_/Q","_6088_/D","4.421",4.421061,7,OK
95,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6031_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6031_/D","_5524_/Q","_6031_/D","4.433",4.432643,7,OK
96,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6034_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6034_/D","_5524_/Q","_6034_/D","4.436",4.435586,7,OK
97,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6080_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6080_/D","_5520_/Q","_6080_/D","4.444",4.443900,7,OK
98,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6035_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6035_/D","_5524_/Q","_6035_/D","4.455",4.454738,7,OK
99,"_5925_/Q (sky130_fd_sc_hd__dfxtp_4)","_6414_/D (sky130_fd_sc_hd__dfxtp_4)","_5925_/Q","_6414_/D","_5925_/Q","_6414_/D","4.463",4.463081,16,OK
100,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5395_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5395_/DE","_5539_/Q","_5395_/DE","4.484",4.483813,9,OK
101,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5404_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5404_/DE","_5539_/Q","_5404_/DE","4.484",4.483946,9,OK
102,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5405_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5405_/DE","_5539_/Q","_5405_/DE","4.484",4.483893,9,OK
103,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5408_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5408_/DE","_5539_/Q","_5408_/DE","4.484",4.483781,9,OK
104,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5409_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5409_/DE","_5539_/Q","_5409_/DE","4.484",4.483773,9,OK
105,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5413_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5413_/DE","_5539_/Q","_5413_/DE","4.484",4.483787,9,OK
106,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5418_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5418_/DE","_5539_/Q","_5418_/DE","4.484",4.483941,9,OK
107,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5455_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5455_/DE","_5539_/Q","_5455_/DE","4.485",4.485331,9,OK
108,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5459_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5459_/DE","_5539_/Q","_5459_/DE","4.485",4.485118,9,OK
109,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5468_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5468_/DE","_5539_/Q","_5468_/DE","4.485",4.485242,9,OK
110,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5469_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5469_/DE","_5539_/Q","_5469_/DE","4.485",4.485112,9,OK
111,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5472_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5472_/DE","_5539_/Q","_5472_/DE","4.485",4.485096,9,OK
112,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5473_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5473_/DE","_5539_/Q","_5473_/DE","4.485",4.485065,9,OK
113,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5477_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5477_/DE","_5539_/Q","_5477_/DE","4.485",4.485059,9,OK
114,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5481_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5481_/DE","_5539_/Q","_5481_/DE","4.485",4.485408,9,OK
115,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5482_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5482_/DE","_5539_/Q","_5482_/DE","4.485",4.485171,9,OK
116,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5461_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5461_/DE","_5539_/Q","_5461_/DE","4.486",4.485535,9,OK
117,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6032_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6032_/D","_5524_/Q","_6032_/D","4.494",4.494208,7,OK
118,"_6177_/Q (sky130_fd_sc_hd__dfxtp_1)","_6560_/D (sky130_fd_sc_hd__dfxtp_1)","_6177_/Q","_6560_/D","_6177_/Q","_6560_/D","4.499",4.499066,6,OK
119,"_5911_/Q (sky130_fd_sc_hd__dfxtp_4)","_6400_/D (sky130_fd_sc_hd__dfxtp_4)","_5911_/Q","_6400_/D","_5911_/Q","_6400_/D","4.508",4.508082,14,OK
120,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6122_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6122_/D","_5516_/Q","_6122_/D","4.513",4.512820,6,OK
121,"_5930_/Q (sky130_fd_sc_hd__dfxtp_4)","_6419_/D (sky130_fd_sc_hd__dfxtp_4)","_5930_/Q","_6419_/D","_5930_/Q","_6419_/D","4.515",4.515055,14,OK
122,"_6177_/Q (sky130_fd_sc_hd__dfxtp_1)","_6563_/D (sky130_fd_sc_hd__dfxtp_1)","_6177_/Q","_6563_/D","_6177_/Q","_6563_/D","4.517",4.517229,6,OK
123,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6152_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6152_/D","_5526_/Q","_6152_/D","4.518",4.518412,7,OK
124,"_6177_/Q (sky130_fd_sc_hd__dfxtp_1)","_6564_/D (sky130_fd_sc_hd__dfxtp_1)","_6177_/Q","_6564_/D","_6177_/Q","_6564_/D","4.521",4.521360,6,OK
125,"_6177_/Q (sky130_fd_sc_hd__dfxtp_1)","_6568_/D (sky130_fd_sc_hd__dfxtp_1)","_6177_/Q","_6568_/D","_6177_/Q","_6568_/D","4.521",4.520643,6,OK
126,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6154_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6154_/D","_5526_/Q","_6154_/D","4.532",4.531572,7,OK
127,"_5884_/Q (sky130_fd_sc_hd__edfxtp_1)","_4531_/DE (sky130_fd_sc_hd__edfxtp_1)","_5884_/Q","_4531_/DE","_5884_/Q","_4531_/DE","4.534",4.534458,8,OK
128,"_5884_/Q (sky130_fd_sc_hd__edfxtp_1)","_4541_/DE (sky130_fd_sc_hd__edfxtp_1)","_5884_/Q","_4541_/DE","_5884_/Q","_4541_/DE","4.534",4.534415,8,OK
129,"_5884_/Q (sky130_fd_sc_hd__edfxtp_1)","_4544_/DE (sky130_fd_sc_hd__edfxtp_1)","_5884_/Q","_4544_/DE","_5884_/Q","_4544_/DE","4.534",4.534473,8,OK
130,"_5884_/Q (sky130_fd_sc_hd__edfxtp_1)","_4553_/DE (sky130_fd_sc_hd__edfxtp_1)","_5884_/Q","_4553_/DE","_5884_/Q","_4553_/DE","4.534",4.534428,8,OK
