idx,start_raw,end_raw,from_tok,to_tok,from_name,to_name,slack_list,slack_found,n_nets_on_path,status
42,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5810_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5810_/D","_6427_/Q","_5810_/D","3.785",3.784545,4,OK
43,"_6427_/Q (sky130_fd_sc_hd__dfrtp_1)","_5807_/D (sky130_fd_sc_hd__dfrtp_1)","_6427_/Q","_5807_/D","_6427_/Q","_5807_/D","3.791",3.790505,4,OK
44,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6134_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6134_/D","_5516_/Q","_6134_/D","3.818",3.817967,8,OK
45,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6153_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6153_/D","_5526_/Q","_6153_/D","3.821",3.820581,8,OK
46,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6151_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6151_/D","_5526_/Q","_6151_/D","3.823",3.823012,8,OK
47,"_5894_/Q (sky130_fd_sc_hd__dfxtp_4)","_6399_/D (sky130_fd_sc_hd__dfxtp_4)","_5894_/Q","_6399_/D","_5894_/Q","_6399_/D","3.914",3.913517,16,OK
48,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6039_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6039_/D","_5524_/Q","_6039_/D","3.92",3.919553,8,OK
49,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6040_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6040_/D","_5524_/Q","_6040_/D","3.944",3.944483,8,OK
50,"_5988_/Q (sky130_fd_sc_hd__dfrtp_4)","_5988_/D (sky130_fd_sc_hd__dfrtp_4)","_5988_/Q","_5988_/D","_5988_/Q","_5988_/D","3.96",3.960086,8,OK
51,"_5987_/Q (sky130_fd_sc_hd__dfrtp_4)","_5987_/D (sky130_fd_sc_hd__dfrtp_4)","_5987_/Q","_5987_/D","_5987_/Q","_5987_/D","3.961",3.960570,8,OK
52,"_6022_/Q (sky130_fd_sc_hd__dfrtp_4)","_6022_/D (sky130_fd_sc_hd__dfrtp_4)","_6022_/Q","_6022_/D","_6022_/Q","_6022_/D","3.992",3.992197,9,OK
53,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6123_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6123_/D","_5516_/Q","_6123_/D","3.992",3.992361,7,OK
54,"_5982_/Q (sky130_fd_sc_hd__dfrtp_4)","_5982_/D (sky130_fd_sc_hd__dfrtp_4)","_5982_/Q","_5982_/D","_5982_/Q","_5982_/D","4.012",4.012101,8,OK
55,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6143_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6143_/D","_5526_/Q","_6143_/D","4.014",4.013556,7,OK
56,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6133_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6133_/D","_5516_/Q","_6133_/D","4.019",4.018651,7,OK
57,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6125_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6125_/D","_5516_/Q","_6125_/D","4.031",4.030595,7,OK
58,"_5800_/Q (sky130_fd_sc_hd__dfxtp_4)","_6415_/D (sky130_fd_sc_hd__dfxtp_4)","_5800_/Q","_6415_/D","_5800_/Q","_6415_/D","4.038",4.037900,17,OK
59,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6145_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6145_/D","_5526_/Q","_6145_/D","4.051",4.050647,7,OK
60,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6121_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6121_/D","_5516_/Q","_6121_/D","4.054",4.054070,7,OK
61,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6124_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6124_/D","_5516_/Q","_6124_/D","4.061",4.060802,7,OK
62,"_5989_/Q (sky130_fd_sc_hd__dfrtp_4)","_5989_/D (sky130_fd_sc_hd__dfrtp_4)","_5989_/Q","_5989_/D","_5989_/Q","_5989_/D","4.065",4.065407,8,OK
63,"_5981_/Q (sky130_fd_sc_hd__dfrtp_4)","_5981_/D (sky130_fd_sc_hd__dfrtp_4)","_5981_/Q","_5981_/D","_5981_/Q","_5981_/D","4.067",4.067167,8,OK
64,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6084_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6084_/D","_5520_/Q","_6084_/D","4.073",4.072873,8,OK
65,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6128_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6128_/D","_5516_/Q","_6128_/D","4.074",4.074385,7,OK
66,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6157_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6157_/D","_5526_/Q","_6157_/D","4.078",4.078278,7,OK
67,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6155_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6155_/D","_5526_/Q","_6155_/D","4.085",4.084519,7,OK
68,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6132_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6132_/D","_5516_/Q","_6132_/D","4.092",4.091652,7,OK
69,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6082_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6082_/D","_5520_/Q","_6082_/D","4.093",4.092527,8,OK
70,"_5983_/Q (sky130_fd_sc_hd__dfrtp_4)","_5983_/D (sky130_fd_sc_hd__dfrtp_4)","_5983_/Q","_5983_/D","_5983_/Q","_5983_/D","4.097",4.096918,8,OK
71,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6038_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6038_/D","_5524_/Q","_6038_/D","4.101",4.101033,7,OK
72,"_5984_/Q (sky130_fd_sc_hd__dfrtp_4)","_5984_/D (sky130_fd_sc_hd__dfrtp_4)","_5984_/Q","_5984_/D","_5984_/Q","_5984_/D","4.107",4.107331,8,OK
73,"_5985_/Q (sky130_fd_sc_hd__dfrtp_4)","_5985_/D (sky130_fd_sc_hd__dfrtp_4)","_5985_/Q","_5985_/D","_5985_/Q","_5985_/D","4.124",4.123564,8,OK
74,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6086_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6086_/D","_5520_/Q","_6086_/D","4.144",4.144038,8,OK
75,"_5895_/Q (sky130_fd_sc_hd__dfxtp_4)","_6400_/D (sky130_fd_sc_hd__dfxtp_4)","_5895_/Q","_6400_/D","_5895_/Q","_6400_/D","4.149",4.149424,15,OK
76,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6073_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6073_/D","_5520_/Q","_6073_/D","4.155",4.154629,7,OK
77,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6033_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6033_/D","_5524_/Q","_6033_/D","4.157",4.156861,7,OK
78,"_5924_/Q (sky130_fd_sc_hd__dfxtp_4)","_6413_/D (sky130_fd_sc_hd__dfxtp_4)","_5924_/Q","_6413_/D","_5924_/Q","_6413_/D","4.174",4.174177,16,OK
79,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6130_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6130_/D","_5516_/Q","_6130_/D","4.182",4.181812,7,OK
80,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6127_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6127_/D","_5516_/Q","_6127_/D","4.186",4.186407,7,OK
81,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6126_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6126_/D","_5516_/Q","_6126_/D","4.195",4.195355,7,OK
82,"_5925_/Q (sky130_fd_sc_hd__dfxtp_1)","_6074_/D (sky130_fd_sc_hd__dfxtp_1)","_5925_/Q","_6074_/D","_5925_/Q","_6074_/D","4.197",4.196512,8,OK
83,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6036_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6036_/D","_5524_/Q","_6036_/D","4.208",4.208217,7,OK
84,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6037_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6037_/D","_5524_/Q","_6037_/D","4.222",4.221774,7,OK
85,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6087_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6087_/D","_5520_/Q","_6087_/D","4.225",4.225165,7,OK
86,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6031_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6031_/D","_5524_/Q","_6031_/D","4.23",4.229859,7,OK
87,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6079_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6079_/D","_5520_/Q","_6079_/D","4.234",4.234500,7,OK
88,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6083_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6083_/D","_5520_/Q","_6083_/D","4.234",4.233792,7,OK
89,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6085_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6085_/D","_5520_/Q","_6085_/D","4.234",4.234023,7,OK
90,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6077_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6077_/D","_5520_/Q","_6077_/D","4.245",4.245058,7,OK
91,"_5925_/Q (sky130_fd_sc_hd__dfxtp_4)","_6414_/D (sky130_fd_sc_hd__dfxtp_4)","_5925_/Q","_6414_/D","_5925_/Q","_6414_/D","4.251",4.251164,16,OK
92,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6034_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6034_/D","_5524_/Q","_6034_/D","4.254",4.254017,7,OK
93,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6154_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6154_/D","_5526_/Q","_6154_/D","4.257",4.256778,7,OK
94,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6035_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6035_/D","_5524_/Q","_6035_/D","4.261",4.260866,7,OK
95,"_5920_/Q (sky130_fd_sc_hd__dfxtp_4)","_6409_/D (sky130_fd_sc_hd__dfxtp_4)","_5920_/Q","_6409_/D","_5920_/Q","_6409_/D","4.268",4.268329,15,OK
96,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6078_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6078_/D","_5520_/Q","_6078_/D","4.269",4.268923,7,OK
97,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6152_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6152_/D","_5526_/Q","_6152_/D","4.276",4.276357,7,OK
98,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6081_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6081_/D","_5520_/Q","_6081_/D","4.287",4.286903,7,OK
99,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6032_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6032_/D","_5524_/Q","_6032_/D","4.289",4.288559,7,OK
100,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6149_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6149_/D","_5526_/Q","_6149_/D","4.295",4.294501,7,OK
101,"_5792_/Q (sky130_fd_sc_hd__dfxtp_4)","_6423_/D (sky130_fd_sc_hd__dfxtp_4)","_5792_/Q","_6423_/D","_5792_/Q","_6423_/D","4.298",4.297710,17,OK
102,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6088_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6088_/D","_5520_/Q","_6088_/D","4.303",4.303053,7,OK
103,"_5518_/Q (sky130_fd_sc_hd__dfxtp_1)","_6111_/D (sky130_fd_sc_hd__dfxtp_1)","_5518_/Q","_6111_/D","_5518_/Q","_6111_/D","4.318",4.317885,7,OK
104,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6102_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6102_/D","_6186_/Q","_6102_/D","4.326",4.325948,10,OK
105,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6122_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6122_/D","_5516_/Q","_6122_/D","4.344",4.343798,6,OK
106,"_5516_/Q (sky130_fd_sc_hd__dfxtp_1)","_6120_/D (sky130_fd_sc_hd__dfxtp_1)","_5516_/Q","_6120_/D","_5516_/Q","_6120_/D","4.357",4.356614,7,OK
107,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6150_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6150_/D","_5526_/Q","_6150_/D","4.357",4.356837,7,OK
108,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5481_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5481_/DE","_5539_/Q","_5481_/DE","4.358",4.357934,9,OK
109,"_5930_/Q (sky130_fd_sc_hd__dfxtp_4)","_6419_/D (sky130_fd_sc_hd__dfxtp_4)","_5930_/Q","_6419_/D","_5930_/Q","_6419_/D","4.366",4.366490,14,OK
110,"_5520_/Q (sky130_fd_sc_hd__dfxtp_1)","_6080_/D (sky130_fd_sc_hd__dfxtp_1)","_5520_/Q","_6080_/D","_5520_/Q","_6080_/D","4.367",4.366837,7,OK
111,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5455_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5455_/DE","_5539_/Q","_5455_/DE","4.368",4.368004,9,OK
112,"_5518_/Q (sky130_fd_sc_hd__dfxtp_1)","_6109_/D (sky130_fd_sc_hd__dfxtp_1)","_5518_/Q","_6109_/D","_5518_/Q","_6109_/D","4.385",4.384538,7,OK
113,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6142_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6142_/D","_5526_/Q","_6142_/D","4.394",4.393560,6,OK
114,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5487_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5487_/DE","_5539_/Q","_5487_/DE","4.428",4.428113,9,OK
115,"_6186_/Q (sky130_fd_sc_hd__dfxtp_1)","_6071_/D (sky130_fd_sc_hd__dfxtp_1)","_6186_/Q","_6071_/D","_6186_/Q","_6071_/D","4.431",4.430975,12,OK
116,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5489_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5489_/DE","_5539_/Q","_5489_/DE","4.432",4.432344,9,OK
117,"_6177_/Q (sky130_fd_sc_hd__dfxtp_1)","_6560_/D (sky130_fd_sc_hd__dfxtp_1)","_6177_/Q","_6560_/D","_6177_/Q","_6560_/D","4.434",4.433711,6,OK
118,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5459_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5459_/DE","_5539_/Q","_5459_/DE","4.435",4.434878,9,OK
119,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5498_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5498_/DE","_5539_/Q","_5498_/DE","4.435",4.434647,9,OK
120,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5405_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5405_/DE","_5539_/Q","_5405_/DE","4.437",4.437462,9,OK
121,"_5518_/Q (sky130_fd_sc_hd__dfxtp_1)","_6104_/D (sky130_fd_sc_hd__dfxtp_1)","_5518_/Q","_6104_/D","_5518_/Q","_6104_/D","4.439",4.438737,7,OK
122,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5493_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5493_/DE","_5539_/Q","_5493_/DE","4.44",4.439615,9,OK
123,"_5522_/Q (sky130_fd_sc_hd__dfxtp_1)","_6051_/D (sky130_fd_sc_hd__dfxtp_1)","_5522_/Q","_6051_/D","_5522_/Q","_6051_/D","4.444",4.443901,6,OK
124,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6027_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6027_/D","_5524_/Q","_6027_/D","4.453",4.453323,6,OK
125,"_5524_/Q (sky130_fd_sc_hd__dfxtp_1)","_6029_/D (sky130_fd_sc_hd__dfxtp_1)","_5524_/Q","_6029_/D","_5524_/Q","_6029_/D","4.455",4.454734,6,OK
126,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5485_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5485_/DE","_5539_/Q","_5485_/DE","4.463",4.463130,9,OK
127,"_5526_/Q (sky130_fd_sc_hd__dfxtp_1)","_6146_/D (sky130_fd_sc_hd__dfxtp_1)","_5526_/Q","_6146_/D","_5526_/Q","_6146_/D","4.473",4.472606,6,OK
128,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5482_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5482_/DE","_5539_/Q","_5482_/DE","4.486",4.486362,9,OK
129,"_5522_/Q (sky130_fd_sc_hd__dfxtp_1)","_6064_/D (sky130_fd_sc_hd__dfxtp_1)","_5522_/Q","_6064_/D","_5522_/Q","_6064_/D","4.486",4.485868,7,OK
130,"_5539_/Q (sky130_fd_sc_hd__edfxtp_1)","_5468_/DE (sky130_fd_sc_hd__edfxtp_1)","_5539_/Q","_5468_/DE","_5539_/Q","_5468_/DE","4.487",4.486942,9,OK
