idx,start_raw,end_raw,from_tok,to_tok,from_name,to_name,slack_list,slack_found,n_nets_on_path,status
19,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6774_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6774_/D","_7465_/Q","_6774_/D","-2.623",-2.622835,31,OK
20,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6742_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6742_/D","_7465_/Q","_6742_/D","-2.614",-2.614256,31,OK
21,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_7425_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_7425_/D","_7465_/Q","_7425_/D","-2.607",-2.607443,25,OK
22,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6772_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6772_/D","_7465_/Q","_6772_/D","-2.595",-2.595275,31,OK
23,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6782_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6782_/D","_7465_/Q","_6782_/D","-2.593",-2.592946,31,OK
24,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6746_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6746_/D","_7465_/Q","_6746_/D","-2.588",-2.588225,31,OK
25,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6785_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6785_/D","_7465_/Q","_6785_/D","-2.588",-2.587893,31,OK
26,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6745_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6745_/D","_7465_/Q","_6745_/D","-2.587",-2.586548,31,OK
27,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6735_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6735_/D","_7465_/Q","_6735_/D","-2.576",-2.575725,31,OK
28,"_7465_/Q (sky130_fd_sc_hd__dfxtp_1)","_7416_/D (sky130_fd_sc_hd__dfxtp_1)","_7465_/Q","_7416_/D","_7465_/Q","_7416_/D","-2.575",-2.575424,31,OK
29,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6737_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6737_/D","_7465_/Q","_6737_/D","-2.57",-2.570291,31,OK
30,"_7465_/Q (sky130_fd_sc_hd__dfxtp_1)","_7414_/D (sky130_fd_sc_hd__dfxtp_1)","_7465_/Q","_7414_/D","_7465_/Q","_7414_/D","-2.562",-2.562304,29,OK
31,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6780_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6780_/D","_7465_/Q","_6780_/D","-2.516",-2.516476,31,OK
32,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6769_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6769_/D","_7465_/Q","_6769_/D","-2.498",-2.497750,31,OK
33,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6783_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6783_/D","_7465_/Q","_6783_/D","-2.498",-2.497959,31,OK
34,"_7465_/Q (sky130_fd_sc_hd__dfrtp_4)","_6791_/D (sky130_fd_sc_hd__dfrtp_4)","_7465_/Q","_6791_/D","_7465_/Q","_6791_/D","-2.496",-2.495540,31,OK
35,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6770_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6770_/D","_7465_/Q","_6770_/D","-2.485",-2.485200,31,OK
36,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6738_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6738_/D","_7465_/Q","_6738_/D","-2.482",-2.482213,31,OK
37,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6771_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6771_/D","_7465_/Q","_6771_/D","-2.472",-2.472291,30,OK
38,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6775_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6775_/D","_7465_/Q","_6775_/D","-2.472",-2.472094,31,OK
39,"_7465_/Q (sky130_fd_sc_hd__dfrtp_1)","_6796_/D (sky130_fd_sc_hd__dfrtp_1)","_7465_/Q","_6796_/D","_7465_/Q","_6796_/D","-2.472",-2.471738,31,OK
40,"_7465_/Q (sky130_fd_sc_hd__dfrtp_1)","_6787_/D (sky130_fd_sc_hd__dfrtp_1)","_7465_/Q","_6787_/D","_7465_/Q","_6787_/D","-2.466",-2.466040,31,OK
41,"_7465_/Q (sky130_fd_sc_hd__dfstp_2)","_6743_/D (sky130_fd_sc_hd__dfstp_2)","_7465_/Q","_6743_/D","_7465_/Q","_6743_/D","-2.459",-2.458856,31,OK
42,"_7465_/Q (sky130_fd_sc_hd__dfrtp_1)","_6790_/D (sky130_fd_sc_hd__dfrtp_1)","_7465_/Q","_6790_/D","_7465_/Q","_6790_/D","-2.457",-2.457002,31,OK
43,"_7465_/Q (sky130_fd_sc_hd__dfrtp_1)","_6788_/D (sky130_fd_sc_hd__dfrtp_1)","_7465_/Q","_6788_/D","_7465_/Q","_6788_/D","-2.449",-2.449491,31,OK
44,"_7465_/Q (sky130_fd_sc_hd__dfrtp_1)","_6789_/D (sky130_fd_sc_hd__dfrtp_1)","_7465_/Q","_6789_/D","_7465_/Q","_6789_/D","-2.442",-2.441864,31,OK
45,"_7465_/Q (sky130_fd_sc_hd__dfrtp_1)","_6751_/D (sky130_fd_sc_hd__dfrtp_1)","_7465_/Q","_6751_/D","_7465_/Q","_6751_/D","-2.437",-2.437350,31,OK
46,"_7465_/Q (sky130_fd_sc_hd__dfrtp_1)","_6795_/D (sky130_fd_sc_hd__dfrtp_1)","_7465_/Q","_6795_/D","_7465_/Q","_6795_/D","-2.433",-2.433266,31,OK
47,"_7465_/Q (sky130_fd_sc_hd__dfrtp_1)","_6752_/D (sky130_fd_sc_hd__dfrtp_1)","_7465_/Q","_6752_/D","_7465_/Q","_6752_/D","-2.432",-2.432257,31,OK
48,"_7465_/Q (sky130_fd_sc_hd__edfxtp_1)","_7006_/D (sky130_fd_sc_hd__edfxtp_1)","_7465_/Q","_7006_/D","_7465_/Q","_7006_/D","-2.43",-2.430046,33,OK
49,"_7465_/Q (sky130_fd_sc_hd__dfrtp_1)","_6754_/D (sky130_fd_sc_hd__dfrtp_1)","_7465_/Q","_6754_/D","_7465_/Q","_6754_/D","-2.423",-2.423347,31,OK
50,"_7465_/Q (sky130_fd_sc_hd__dfxtp_1)","_7415_/D (sky130_fd_sc_hd__dfxtp_1)","_7465_/Q","_7415_/D","_7465_/Q","_7415_/D","-2.413",-2.413458,31,OK
51,"_7465_/Q (sky130_fd_sc_hd__dfrtp_1)","_6753_/D (sky130_fd_sc_hd__dfrtp_1)","_7465_/Q","_6753_/D","_7465_/Q","_6753_/D","-2.386",-2.386500,31,OK
